,PostalCode,name,categories,lat,lng
69,M4K,Mocha Mocha,Breakfast Spot,43.67807800593155,-79.34945926504057
70,M4K,Orangetheory Fitness,Gym / Fitness Center,43.677457,-79.350947
71,M4K,Toronto Kickboxing & Muay Thai (TKMT) Academy Danforth,Gym / Fitness Center,43.677516,-79.350608
72,M4K,Jamba Juice,Juice Bar,43.67786,-79.349902
73,M4K,Starbucks,Coffee Shop,43.678879,-79.346357
74,M4K,Cinnaholic,Bakery,43.677072,-79.353604
75,M4K,Fox & Fiddle,Pub,43.67831974634968,-79.34794265933009
76,M4K,The Local Company,Mediterranean Restaurant,43.67815965087068,-79.34878443832788
77,M4K,8 Sushi,Sushi Restaurant,43.67830115349513,-79.34751033782959
78,M4K,Golden Star Oriental Spa,Spa,43.6782,-79.3484
79,M4K,Alexander The Great Parkette,Plaza,43.678708231438314,-79.34801356008087
80,M4K,Euro Crepe Cafe,Café,43.678659,-79.346936
81,M4K,de la mer,Gourmet Shop,43.676878393717374,-79.35628833898993
82,M4K,Sugar Mountain,Candy Store,43.67862132854505,-79.34679616057508
83,M4K,Body Blue,Clothing Store,43.67672,-79.356238
0,M5K,Canoe,Restaurant,43.647452066183476,-79.38132001815676
1,M5K,Equinox Bay Street,Gym,43.64809974034856,-79.37998869411526
2,M5K,Brick Street Bakery,Bakery,43.6488151631615,-79.38060468610949
3,M5K,Pilot Coffee Roasters,Coffee Shop,43.648835391245896,-79.3809358125033
4,M5K,Walrus Pub & Beer Hall,Pub,43.64737470920577,-79.37951515363918
5,M5K,Mos Mos Coffee,Café,43.64815919753501,-79.37874450467258
6,M5K,Maman,Café,43.64830873804684,-79.38225333898805
7,M5K,WVRST,Beer Bar,43.64496809087762,-79.38137631843854
8,M5K,Adelaide Club Toronto,Gym / Fitness Center,43.64927944291712,-79.38192123284551
9,M5K,King Taps,Gastropub,43.648475974183,-79.38205778358744
10,M5K,Bymark,Restaurant,43.647217284018005,-79.38125188166379
11,M5K,The Fairmont Royal York,Hotel,43.64544914616651,-79.3815076529019
12,M5K,Pilot Coffee Roasters,Coffee Shop,43.64501814464698,-79.3804150931199
13,M5K,Bardi's Steak House,Restaurant,43.64622,-79.383074
14,M5K,Dineen @CommerceCourt,Coffee Shop,43.648250543365556,-79.38012728220869
15,M5K,Sam James Coffee Bar (SJCB),Café,43.64788137014028,-79.38433152836829
16,M5K,Starbucks,Coffee Shop,43.646731,-79.383951
17,M5K,Chotto Matte,Japanese Restaurant,43.646473,-79.378782
18,M5K,Union Pearson Express,Train Station,43.64436200658875,-79.38319927907953
19,M5K,Hockey Hall of Fame,Museum,43.646974451431056,-79.37732323942681
20,M5K,Hy's Steakhouse,Steakhouse,43.649504756476944,-79.38291850488223
21,M5K,Kupfert & Kim (First Canadian Place),Gluten-free Restaurant,43.64854659465186,-79.38162406470161
22,M5K,Olly Fresco's,Deli / Bodega,43.646912231909276,-79.37959661696463
23,M5K,Petit Four Bakery,Sandwich Place,43.647743692587085,-79.37958814250598
24,M5K,Design Exchange,Art Gallery,43.64797219581623,-79.38010382588462
25,M5K,Cactus Club Cafe,American Restaurant,43.6495520142626,-79.38167072512041
26,M5K,Ki Modern Japanese + Bar,Japanese Restaurant,43.647223,-79.3793738
27,M5K,Union Chicken,Fried Chicken Joint,43.64491185903613,-79.38232534702786
28,M5K,Pumpernickel's Deli,Deli / Bodega,43.64883150054619,-79.38197006345457
29,M5K,Pizzeria Libretto,Pizza Place,43.64833354686235,-79.38511050184168
30,M5K,Cafe Landwer,Café,43.64875349932059,-79.3853673607289
31,M5K,Toronto Athletic Club,Gym,43.647359553534905,-79.3811766566002
32,M5K,Roy Thomson Hall,Concert Hall,43.6465886970634,-79.38597899374354
33,M5K,Balzac's Coffee,Coffee Shop,43.644372584148364,-79.38306470027423
34,M5K,Café Plenty,Café,43.6491179354577,-79.37831288380438
35,M5K,The Keg Steakhouse + Bar - York Street,Restaurant,43.64998659318569,-79.38410336664538
36,M5K,iQ Food Co. (First Canadian Place),Salad Place,43.64835708519922,-79.38219241858727
37,M5K,Piper's Gastropub,Cocktail Bar,43.645468111144694,-79.38177905581458
38,M5K,Dineen Coffee,Café,43.650497,-79.378765
39,M5K,John & Sons Oyster House,Seafood Restaurant,43.65065642537144,-79.38161285228475
40,M5K,Soho House Toronto,Speakeasy,43.64873430659662,-79.38654117564838
41,M5K,Amano Pasta,Italian Restaurant,43.64491852117436,-79.38235777637108
42,M5K,Library Bar,Hotel Bar,43.64550019136729,-79.38160166851243
43,M5K,Indigospirit,Bookstore,43.64834987590252,-79.38034747310336
44,M5K,Bosk at Shangri-La,Asian Restaurant,43.649022736761516,-79.38582635521233
45,M5K,Tim Hortons,Coffee Shop,43.6468622,-79.3825442
46,M5K,Papyrus,Gift Shop,43.64819540954937,-79.3813921854217
47,M5K,Buster's Sea Cove,Seafood Restaurant,43.64777410584289,-79.37918080262172
48,M5K,Beerbistro,Gastropub,43.64941904378835,-79.37723726034164
49,M5K,Shangri-La Toronto,Hotel,43.64912919417502,-79.3865566853963
50,M5K,Starbucks,Coffee Shop,43.646799,-79.38069
51,M5K,Scotiabank Arena,Basketball Stadium,43.64344617535107,-79.37903988889991
52,M5K,Five Guys,Burger Joint,43.6487987190222,-79.3816807899204
53,M5K,Tim Hortons,Coffee Shop,43.646255967524645,-79.37957346439356
54,M5K,John & Sons Oyster House,Seafood Restaurant,43.65060229830571,-79.38155510682869
55,M5K,The Ritz-Carlton,Hotel,43.645330157595886,-79.38708901405334
56,M5K,Rosalinda,Vegetarian / Vegan Restaurant,43.650252483069295,-79.38515575620075
57,M5K,Pi Co.,Pizza Place,43.648651,-79.385874
58,M5K,Maple Leaf Square,Plaza,43.64292522840183,-79.38089182467687
59,M5K,Le Germain Hotel,Hotel,43.64312502979691,-79.38091770864038
60,M5K,Real Sports Apparel,Sporting Goods Shop,43.64285984835777,-79.38018363195047
61,M5K,TELUS,IT Services,43.64331243103257,-79.38099939294844
62,M5K,TOCA,Italian Restaurant,43.64543117726125,-79.38705858895491
63,M5K,DAVIDsTEA,Tea Room,43.650546552943766,-79.38338493349875
64,M5K,The National Club,Wine Bar,43.64934259283233,-79.3805735731846
65,M5K,iQ Food Co,Salad Place,43.642851,-79.382081
66,M5K,Starbucks,Coffee Shop,43.647261,-79.378599
67,M5K,Garrison Bespoke,Tailor Shop,43.648102,-79.376334
68,M5K,Kellys Landing,Restaurant,43.645081624120245,-79.38304962483915
69,M5K,The Adelaide Hotel Toronto,Hotel,43.6498312,-79.3801639
70,M5K,Bulldog On The Block,Coffee Shop,43.65065218852629,-79.38414092873634
71,M5K,Air Canada Club,Lounge,43.643224100030416,-79.37915938219528
72,M5K,Starbucks,Coffee Shop,43.64510181136508,-79.38360972232998
73,M5K,The Chase,New American Restaurant,43.650951982093595,-79.37942201983014
74,M5K,Royal Alexandra Theatre,Theater,43.647255,-79.38753
75,M5K,Assembly Chef's Hall,Food Court,43.650578865093934,-79.3834119303614
76,M5K,iQ Food Co,Fast Food Restaurant,43.64748168603231,-79.37910417362639
77,M5K,Cosmopolitan Toronto Centre Hotel & Spa,Hotel,43.64906432957466,-79.37759759701125
78,M5K,Delta Toronto Club Lounge,Roof Deck,43.64308454373067,-79.38388489051405
79,M5K,Biff's Bistro,French Restaurant,43.647084825125084,-79.37634231908494
80,M5K,Earls Kitchen & Bar,Bar,43.647945662980305,-79.3837058277153
81,M5K,Estiatorio Volos,Greek Restaurant,43.65032912559998,-79.38453301297716
82,M5K,Ruby Thai (First Canadian Place),Thai Restaurant,43.64909140219368,-79.38159990145141
83,M5K,McEwan Foods,Deli / Bodega,43.64716011126396,-79.38104402548048
84,M5K,Meridian Hall,Concert Hall,43.646292124205594,-79.37602179505662
85,M5K,M Square Coffee Co,Coffee Shop,43.65121797253777,-79.38355459932247
86,M5K,The Danish Pastry House,Bakery,43.64526188121351,-79.38084966956498
87,M5K,Starbucks,Coffee Shop,43.646890531355616,-79.38187054975934
88,M5K,Michael's on Simcoe,Steakhouse,43.64826881661747,-79.38632821234134
89,M5K,Craft Beer Market,Beer Bar,43.6498722789121,-79.37839828995996
90,M5K,Prairie Girl Bakery,Cupcake Shop,43.64833236397115,-79.38230492443054
91,M5K,One King West Hotel & Residence,Hotel,43.6491395,-79.3778763
92,M5K,The Gabardine,American Restaurant,43.65098801064232,-79.38122513218154
93,M5K,Hilton,Hotel,43.6499459,-79.385479
94,M5K,Soup Nutsy,Soup Place,43.647857591711336,-79.38053285911379
95,M5K,Lobby Lounge at the Shangri-La Toronto,Lounge,43.64915499986854,-79.38654574367817
96,M5K,Fune Japanese Restaurant,Japanese Restaurant,43.64851365544565,-79.38645657820041
97,M5K,Astarté Fresh Yogurt Bar,Café,43.647595917807365,-79.38641938975012
98,M5K,First Canadian Place,Building,43.64848212292913,-79.38244342803955
99,M5K,Aroma Espresso Bar,Café,43.64907,-79.38004
0,M6K,Reebok Crossfit Liberty Village,Gym,43.637035591932005,-79.42480199455974
1,M6K,Starbucks,Coffee Shop,43.63909,-79.427622
2,M6K,Pharmacy,Bar,43.638089904034146,-79.43180974511733
3,M6K,Caffino,Italian Restaurant,43.63902121044261,-79.42528923382933
4,M6K,Louie Craft Coffee,Coffee Shop,43.639283775543895,-79.42561998986335
5,M6K,SCHOOL Restaurant,Breakfast Spot,43.6377753703417,-79.42429737067897
6,M6K,Pet Valu,Pet Store,43.63908935811652,-79.42682834187295
7,M6K,Structube,Furniture / Home Store,43.63983635997934,-79.42364186555774
8,M6K,The Abbott,Café,43.637996211047366,-79.43071653853734
9,M6K,Mike's Liberty Grill,Breakfast Spot,43.63750507397488,-79.42464979436862
10,M6K,Vogue Supper Club,Restaurant,43.63695126198934,-79.42544606558822
11,M6K,Joe Rockhead's Climbing Gym,Climbing Gym,43.636342324798676,-79.423582112592
12,M6K,Brodflour,Bakery,43.637535,-79.422761
13,M6K,Joker Cafe,Café,43.63572658167962,-79.42603944906266
14,M6K,The Remix Project,Performing Arts Venue,43.63649113953229,-79.42251282693181
15,M6K,Lamport Stadium,Stadium,43.638777912508445,-79.42353373474235
16,M6K,Quiznos,Sandwich Place,43.6391543,-79.427213
17,M6K,Kotta Japanese Restaurant,Japanese Restaurant,43.63874998596859,-79.42835029903067
18,M6K,Loco Burrito,Burrito Place,43.63751255946425,-79.4228975016341
19,M6K,Uma Cafe,Café,43.63701567204681,-79.42404784920467
20,M6K,Subway,Sandwich Place,43.63884558702535,-79.42693137345816
21,M6K,Pho Asia 21,Vietnamese Restaurant,43.638840395632414,-79.42769253930125
22,M6K,The Roastery Cafe,Café,43.63654885807582,-79.42598264056578
23,M6K,StickerYou,Tech Startup,43.63651320925427,-79.42612896299867
24,M6K,Sol Produce,Convenience Store,43.63867686160747,-79.42815021492738
25,M6K,Amato Pizza,Pizza Place,43.6388,-79.427624
26,M6K,King's Milk,Convenience Store,43.638211,-79.430778
27,M6K,LiV Yoga Studio,Yoga Studio,43.63756459440972,-79.42474833111085
28,M6K,Aiyoku Fitness,Gym,43.63877179269465,-79.4257504068187
29,M6K,Queen Supermarket,Grocery Store,43.634264921487066,-79.42911195252461
30,M6K,Cinema Nightclub,Nightclub,43.63761384433725,-79.42388994008574
31,M6K,Lash By Fembotika,Spa,43.63914996229822,-79.42548751831055
0,M1L,Dairy Queen,Ice Cream Shop,43.71037770465013,-79.29070115089417
1,M1L,Warden Ave & St. Clair Ave E,Intersection,43.71205669347002,-79.28100496530533
2,M1L,TTC Bus #68 Warden,Bus Line,43.71177810997778,-79.27971412913774
3,M1L,Warden Subway Station,Metro Station,43.71122905571982,-79.27960224480387
4,M1L,Warden Station Bus Loop,Bus Station,43.71124084776515,-79.27957605867647
5,M1L,TTC Bus 102 Markham Road,Bus Line,43.711381420906115,-79.27958752636661
6,M1L,Bakery On The Go,Bakery,43.711270905205765,-79.27950587661704
7,M1L,Cafe on the go,Bakery,43.71115104374148,-79.27946923512921
8,M1L,Warden Woods Park,Park,43.71052711027375,-79.27896551895955
9,M1L,Edward Jones - Financial Advisor: Thomas Moxam,Business Service,43.71454277722624,-79.28130403161049
10,M1L,Clairlea Futbol Centre,Soccer Field,43.71523429184505,-79.28650639185544
0,M2L,Mind Over Matter Karate School,Martial Arts School,43.756100734275805,-79.37129616737366
1,M2L,Windfields Cafeteria,Cafeteria,43.755862,-79.370649
2,M2L,Vyner Greenbelt,Park,43.759642075349106,-79.36959028244019
0,M3L,TD Canada Trust,Bank,43.7402356,-79.5125502
1,M3L,Price Chopper,Grocery Store,43.73990841084056,-79.51226143309357
2,M3L,I.D.A. - Lily Pharmacy,Pharmacy,43.74036,-79.5122186
3,M3L,jane sheppard mall,Shopping Mall,43.740104399774324,-79.51255243633483
0,M4L,System Fitness,Gym,43.667171452103204,-79.31273345707406
1,M4L,British Style Fish & Chips,Fish & Chips Shop,43.66872336908457,-79.31713935234417
2,M4L,Brett's Ice Cream,Ice Cream Shop,43.667222,-79.312831
3,M4L,The Burger's Priest,Fast Food Restaurant,43.666730640369295,-79.31555614915459
4,M4L,O Sushi,Sushi Restaurant,43.66668372330836,-79.3166142781831
5,M4L,Woodbine Park,Park,43.66486036311473,-79.31510925292969
6,M4L,Godspeed Brewery,Brewery,43.67262030152577,-79.31922849103603
7,M4L,LCBO,Liquor Store,43.66673150624233,-79.31496605090986
8,M4L,Casa di Giorgio,Italian Restaurant,43.66664527559903,-79.31520351125722
9,M4L,Pet Valu,Pet Store,43.66697917950893,-79.31466465565389
10,M4L,Murphy's Law,Pub,43.66731906186093,-79.31265587607287
11,M4L,The Tulip Steakhouse,Steakhouse,43.66634820248808,-79.31685400996346
12,M4L,Burrito Bandidos,Burrito Place,43.66644546137557,-79.31644740429473
13,M4L,Alliance Cinemas - The Beach,Movie Theater,43.666746976047506,-79.31468500467349
14,M4L,Harvey's,Restaurant,43.666528010542514,-79.3151266656414
15,M4L,Subway,Sandwich Place,43.66605207373166,-79.3169328912536
16,M4L,Orchard Park,Park,43.668858311782124,-79.31416022446447
17,M4L,Zipcar,Rental Car Location,43.6671,-79.3148
18,M4L,KFC,Fast Food Restaurant,43.666624203184845,-79.31591580156237
19,M4L,Shop Task - Inline Skate Shop,Board Shop,43.66652898514072,-79.31618481874466
20,M4L,TTC Streetcar Loop,Light Rail Station,43.66645232917386,-79.31645471163147
21,M4L,Pizza Nova,Pizza Place,43.66646175849127,-79.31648498219599
22,M4L,Paint Nite,Nightlife Spot,43.6673016,-79.3127671
23,M4L,Queen & Coxwell,Intersection,43.66641257115568,-79.31652545928955
24,M4L,Pizzaiolo,Pizza Place,43.66895319839045,-79.31168339331794
25,M4L,Jody's Deli,Sandwich Place,43.66894604610645,-79.31163457258732
26,M4L,Fido Exclusive Dealer - Life Mobile,Mobile Phone Shop,43.667489,-79.312154
27,M4L,Country Style,Coffee Shop,43.667662,-79.312006
28,M4L,Measurement Park,Park,43.666916002070764,-79.31263053498228
29,M4L,Beaches Fitness - Personal Trainer & Health Coach,Gym / Fitness Center,43.669253007938465,-79.31113958358765
30,M4L,Urban Rider,Motorcycle Shop,43.667266268469916,-79.3108820915222
31,M4L,Supperworks,Food & Drink Shop,43.66773719965272,-79.310451509513
0,M5L,Mos Mos Coffee,Café,43.64815919753501,-79.37874450467258
1,M5L,Canoe,Restaurant,43.647452066183476,-79.38132001815676
2,M5L,Equinox Bay Street,Gym,43.64809974034856,-79.37998869411526
3,M5L,Hockey Hall of Fame,Museum,43.646974451431056,-79.37732323942681
4,M5L,Adelaide Club Toronto,Gym / Fitness Center,43.64927944291712,-79.38192123284551
5,M5L,Brick Street Bakery,Bakery,43.6488151631615,-79.38060468610949
6,M5L,Pilot Coffee Roasters,Coffee Shop,43.648835391245896,-79.3809358125033
7,M5L,Walrus Pub & Beer Hall,Pub,43.64737470920577,-79.37951515363918
8,M5L,Maman,Café,43.64830873804684,-79.38225333898805
9,M5L,Dineen Coffee,Café,43.650497,-79.378765
10,M5L,Café Plenty,Café,43.6491179354577,-79.37831288380438
11,M5L,King Taps,Gastropub,43.648475974183,-79.38205778358744
12,M5L,Beerbistro,Gastropub,43.64941904378835,-79.37723726034164
13,M5L,Bymark,Restaurant,43.647217284018005,-79.38125188166379
14,M5L,Chotto Matte,Japanese Restaurant,43.646473,-79.378782
15,M5L,Cactus Club Cafe,American Restaurant,43.6495520142626,-79.38167072512041
16,M5L,Dineen @CommerceCourt,Coffee Shop,43.648250543365556,-79.38012728220869
17,M5L,Kupfert & Kim (First Canadian Place),Gluten-free Restaurant,43.64854659465186,-79.38162406470161
18,M5L,Olly Fresco's,Deli / Bodega,43.646912231909276,-79.37959661696463
19,M5L,Petit Four Bakery,Sandwich Place,43.647743692587085,-79.37958814250598
20,M5L,Hy's Steakhouse,Steakhouse,43.649504756476944,-79.38291850488223
21,M5L,John & Sons Oyster House,Seafood Restaurant,43.65065642537144,-79.38161285228475
22,M5L,Design Exchange,Art Gallery,43.64797219581623,-79.38010382588462
23,M5L,Richmond Station,American Restaurant,43.65156872562108,-79.37926594000328
24,M5L,The Omni King Edward Hotel,Hotel,43.64919051601911,-79.37600612640387
25,M5L,Cosmopolitan Toronto Centre Hotel & Spa,Hotel,43.64906432957466,-79.37759759701125
26,M5L,Ki Modern Japanese + Bar,Japanese Restaurant,43.647223,-79.3793738
27,M5L,Garrison Bespoke,Tailor Shop,43.648102,-79.376334
28,M5L,Pumpernickel's Deli,Deli / Bodega,43.64883150054619,-79.38197006345457
29,M5L,The Chase,New American Restaurant,43.650951982093595,-79.37942201983014
30,M5L,Craft Beer Market,Beer Bar,43.6498722789121,-79.37839828995996
31,M5L,Pilot Coffee Roasters,Coffee Shop,43.64501814464698,-79.3804150931199
32,M5L,Berczy Park,Park,43.64804835388851,-79.3751722909452
33,M5L,WVRST,Beer Bar,43.64496809087762,-79.38137631843854
34,M5L,Toronto Athletic Club,Gym,43.647359553534905,-79.3811766566002
35,M5L,One King West Hotel & Residence,Hotel,43.6491395,-79.3778763
36,M5L,John & Sons Oyster House,Seafood Restaurant,43.65060229830571,-79.38155510682869
37,M5L,The Adelaide Hotel Toronto,Hotel,43.6498312,-79.3801639
38,M5L,Hogtown Smoke,Food Truck,43.64928693557788,-79.37468932637938
39,M5L,GoodLife Fitness Toronto 137 Yonge Street,Gym,43.651242,-79.378068
40,M5L,Dog Fountain,Fountain,43.64799795147863,-79.37536096948996
41,M5L,The Fairmont Royal York,Hotel,43.64544914616651,-79.3815076529019
42,M5L,iQ Food Co. (First Canadian Place),Salad Place,43.64835708519922,-79.38219241858727
43,M5L,Victoria's Restaurant,Restaurant,43.64929834396347,-79.37643067251867
44,M5L,Biff's Bistro,French Restaurant,43.647084825125084,-79.37634231908494
45,M5L,Indigospirit,Bookstore,43.64834987590252,-79.38034747310336
46,M5L,Bardi's Steak House,Restaurant,43.64622,-79.383074
47,M5L,The Keg Steakhouse + Bar - York Street,Restaurant,43.64998659318569,-79.38410336664538
48,M5L,The Poké Box,Poke Place,43.65046931503178,-79.37631703952829
49,M5L,The Keg Steakhouse + Bar - Esplanade,Restaurant,43.64671207408793,-79.37476761639118
50,M5L,Papyrus,Gift Shop,43.64819540954937,-79.3813921854217
51,M5L,Fresh On Front,Vegetarian / Vegan Restaurant,43.64781466405137,-79.3744527618627
52,M5L,Sam James Coffee Bar (SJCB),Café,43.64788137014028,-79.38433152836829
53,M5L,Irish Embassy,Irish Pub,43.647918499361516,-79.37727345157903
54,M5L,Buster's Sea Cove,Seafood Restaurant,43.64777410584289,-79.37918080262172
55,M5L,The National Club,Wine Bar,43.64934259283233,-79.3805735731846
56,M5L,Sukhothai,Thai Restaurant,43.64848710249909,-79.37454735245633
57,M5L,Starbucks,Coffee Shop,43.649328,-79.378339
58,M5L,Starbucks,Coffee Shop,43.646799,-79.38069
59,M5L,Meridian Hall,Concert Hall,43.646292124205594,-79.37602179505662
60,M5L,The Gabardine,American Restaurant,43.65098801064232,-79.38122513218154
61,M5L,Five Guys,Burger Joint,43.6487987190222,-79.3816807899204
62,M5L,Fast Fresh Foods,Salad Place,43.649392411305456,-79.37812292780795
63,M5L,Starbucks,Coffee Shop,43.647261,-79.378599
64,M5L,DAVIDsTEA,Tea Room,43.650546552943766,-79.38338493349875
65,M5L,Crepe TO,Creperie,43.650063279511016,-79.37458664523871
66,M5L,Starbucks,Coffee Shop,43.646731,-79.383951
67,M5L,GoodLife Fitness Toronto Street Women's Only,Gym,43.6504,-79.3767
68,M5L,Tim Hortons,Coffee Shop,43.646255967524645,-79.37957346439356
69,M5L,Cafe Landwer,Café,43.64875349932059,-79.3853673607289
70,M5L,The Reservoir Lounge,Jazz Club,43.64851659851552,-79.37455623391588
71,M5L,Pravda Vodka Bar,Cocktail Bar,43.64851553067474,-79.37473231149953
72,M5L,Leña,Latin American Restaurant,43.651722,-79.379205
73,M5L,Old City Hall,Monument / Landmark,43.652008800876125,-79.3817442232328
74,M5L,Tim Hortons,Coffee Shop,43.6468622,-79.3825442
75,M5L,Pizzeria Libretto,Pizza Place,43.64833354686235,-79.38511050184168
76,M5L,Starbucks,Coffee Shop,43.649743251720665,-79.3794307872276
77,M5L,D.W. Alexander,Cocktail Bar,43.64833304339161,-79.3738261420116
78,M5L,Hudson's Bay,Department Store,43.652039815876805,-79.38039146122816
79,M5L,Sweet Lulu,Asian Restaurant,43.65055650489936,-79.38117543224395
80,M5L,Union Chicken,Fried Chicken Joint,43.64491185903613,-79.38232534702786
81,M5L,Assembly Chef's Hall,Food Court,43.650578865093934,-79.3834119303614
82,M5L,Rosalinda,Vegetarian / Vegan Restaurant,43.650252483069295,-79.38515575620075
83,M5L,Starbucks,Coffee Shop,43.650159,-79.377793
84,M5L,Cambridge Suites Toronto,Hotel,43.65183649475983,-79.37810738045548
85,M5L,Mercatto,Italian Restaurant,43.6502431921682,-79.38081989149896
86,M5L,John Allans,Salon / Barbershop,43.651446635211904,-79.38135389611388
87,M5L,M Square Coffee Co,Coffee Shop,43.65121797253777,-79.38355459932247
88,M5L,Over Easy,Breakfast Spot,43.64807704204346,-79.37759871575396
89,M5L,Bosk at Shangri-La,Asian Restaurant,43.649022736761516,-79.38582635521233
90,M5L,Portico,Restaurant,43.651855687900124,-79.37805540906518
91,M5L,Bulldog On The Block,Coffee Shop,43.65065218852629,-79.38414092873634
92,M5L,Bay Adelaide Centre,Office,43.650878539102386,-79.38000310739676
93,M5L,Terroni,Italian Restaurant,43.650927,-79.375602
94,M5L,Ruby Thai (First Canadian Place),Thai Restaurant,43.64909140219368,-79.38159990145141
95,M5L,iQ Food Co,Fast Food Restaurant,43.64748168603231,-79.37910417362639
96,M5L,NAMI,Japanese Restaurant,43.650853361785124,-79.37588746641697
97,M5L,Versus Coffee,Coffee Shop,43.65121343781903,-79.37523564828548
98,M5L,Spirit of Hockey,Sporting Goods Shop,43.64704692224217,-79.37753727586353
99,M5L,Aroma Espresso Bar,Café,43.64907,-79.38004
0,M6L,Rustic Bakery,Bakery,43.715413998974796,-79.49030028640821
1,M6L,Rustic Massage Therapy and Health Clinic,Massage Studio,43.71579838154805,-79.49064373970032
2,M6L,Maple leaf park,Park,43.716187513283,-79.4935309549699
3,M6L,Mika's Trim,Construction & Landscaping,43.714068,-79.496113
0,M9L,Pizza Monza,Pizza Place,43.7550425265422,-79.56719521010014
1,M9L,I.D.A. - St. Joseph Pharmacy,Pharmacy,43.7565355,-79.5696946
2,M9L,Paul Davis Canada of York Region,Home Service,43.7558522,-79.5602562
0,M1M,Have A Nap Motel,Motel,43.718256,-79.240135
1,M1M,Brimley & Kingston Rd,Intersection,43.718273,-79.24043
2,M1M,Jenns Den,Movie Theater,43.71838202909779,-79.2385041515183
3,M1M,Vincent's Spot,American Restaurant,43.71700152544261,-79.24235338465942
4,M1M,eastville,Skating Rink,43.71681533169394,-79.23603703506208
5,M1M,Avon Motel,Motel,43.720006,-79.239164
0,M2M,Coraza Movers - Moving Company Toronto,Home Service,43.7882807,-79.4101199
1,M2M,Raven Wellness,Gym,43.78850742049093,-79.41179752349854
2,M2M,Wedgewood park,Park,43.79063500742555,-79.40549427164096
0,M3M,Roding Park,Baseball Field,43.728655041194294,-79.49291760986993
1,M3M,Toronto Painters by MPS,Home Service,43.72936731067151,-79.49900150299072
2,M3M,Blue Sail Energy Solutions,Business Service,43.7314450238841,-79.49378728866577
3,M3M,DryShield Water Solutions Corp,Home Service,43.73093335493166,-79.49898004531859
4,M3M,Sean's Twisted,Korean Restaurant,43.72443632963932,-79.49385166168213
0,M4M,Ed's Real Scoop,Ice Cream Shop,43.660655832455014,-79.3420187548006
1,M4M,Queen Books,Bookstore,43.6606506251737,-79.34226723956905
2,M4M,Te Aro,Coffee Shop,43.66137281675049,-79.33857736283377
3,M4M,Hooked,Fish Market,43.66040731524296,-79.34325721641623
4,M4M,Mercury Espresso Bar,Coffee Shop,43.66080615235188,-79.34124064841119
5,M4M,The Bone House,Pet Store,43.66089376125636,-79.3410974737743
6,M4M,WAYLABAR,Gay Bar,43.661234129782564,-79.33959722763221
7,M4M,Leslieville,Neighborhood,43.66207024392778,-79.33785619823739
8,M4M,Brick Street Breads,Bakery,43.66068453213004,-79.3425013474948
9,M4M,Baldini,Italian Restaurant,43.661299966369135,-79.33902686943661
10,M4M,Reliable Halibut and Chips,Seafood Restaurant,43.660874,-79.340938
11,M4M,braised,American Restaurant,43.660451867292366,-79.34334606916272
12,M4M,Purple Penguin Cafe,Café,43.660501150739734,-79.34256490845178
13,M4M,Leslieville Cheese Market,Cheese Shop,43.66054639296253,-79.3423024562941
14,M4M,Tabule,Middle Eastern Restaurant,43.65973096534363,-79.3463408134466
15,M4M,eastside social,Comfort Food Restaurant,43.661288901982886,-79.33915476536174
16,M4M,Avling Kitchen & Brewery,Brewery,43.661515,-79.338117
17,M4M,Wonder Pens,Stationery Store,43.662809067344405,-79.34145159601191
18,M4M,Boxcar Social,Café,43.659722741351565,-79.34687077721378
19,M4M,EAT BKK Thai Kitchen,Thai Restaurant,43.66045,-79.343113
20,M4M,Bonjour Brioche,Bakery,43.65973440286799,-79.34626614342186
21,M4M,District 28,Coworking Space,43.65517388160507,-79.34059760137761
22,M4M,Spirit Loft Yoga,Yoga Studio,43.66354815944136,-79.3413327874046
23,M4M,Starbucks,Coffee Shop,43.660742,-79.342362
24,M4M,Brooklyn Tavern,American Restaurant,43.66193697467491,-79.33593786927155
25,M4M,The Thirsty Duck,Gastropub,43.66113846977925,-79.34010994796954
26,M4M,Jimmie Simpson Park,Park,43.65922968838468,-79.3450629597167
27,M4M,Good Neighbour,Clothing Store,43.6610004575794,-79.34029809683763
28,M4M,Dwell Gym,Gym / Fitness Center,43.6634116374049,-79.3411044597478
29,M4M,The Roy Public House,Bar,43.660451849464096,-79.34299382973943
30,M4M,Barrio Cerveceria,Latin American Restaurant,43.66043013260822,-79.34350897486634
31,M4M,7-Eleven,Convenience Store,43.660897,-79.340159
32,M4M,TD Canada Trust,Bank,43.660659451666845,-79.34277481866047
33,M4M,Gale's Snack Bar,Diner,43.658239,-79.339077
34,M4M,Saulter Street Brewery,Brewery,43.6584115679406,-79.34639217979787
35,M4M,Red Sandcastle Theatre,Theater,43.66066729659052,-79.34193432773293
36,M4M,Weston Bakery Ltd. (outlet store),Food & Drink Shop,43.658595990107685,-79.34189387025292
37,M4M,Core,Restaurant,43.66034,-79.3429
38,M4M,Bill Hicks,Dive Bar,43.66092728945573,-79.34131078408441
39,M4M,President's Choice Financial ATM,ATM,43.661211,-79.340682
40,M4M,The ten spot,Spa,43.66068977040939,-79.3422844260191
41,M4M,Thunder Thighs Costumes,Clothing Store,43.661253237778126,-79.34182555801219
42,M4M,RiverRock Cafe,Café,43.66149725141493,-79.34023504181935
43,M4M,McQueens Pub,Gastropub,43.66148312783299,-79.338072195258
